_id,call_no,incident_type,type_description,address,alarm_time,alarms,primary_unit,census_tract,neighborhood,council_district,ward,tract,public_works_division,pli_division,police_zone,fire_zone,latitude,longitude
4598,F160010627,160,"Special outside fire, Other","BALTIMORE ST & OFFICIAL WAY, PITTSBURGH PA 15207",2016-02-09T19:23:37,0,231EN20,3102,Lincoln Place,5,31,42003310200,3,31,4,4-20,40.366666140818,-79.9201846723234
4599,F130083300,116,"Fuel burner/boiler malfunction, fire confined","4100 BLOCK LYDIA ST, PITTSBURGH PA 15207",2013-11-20T18:39:03,1,231EN12,1516,Greenfield,5,15,42003151600,3,15,4,2-12,40.4241032716681,-79.9421782847722
4600,F160010716,113,"Cooking fire, confined to container","1300 BLOCK FERRIS CT, PITTSBURGH PA 15208",2016-02-10T08:02:31,1,231EN17,1301,Homewood North,9,13,42003130100,2,13,5,3-17,40.4595561651124,-79.8874929227108
4601,F160010937,113,"Cooking fire, confined to container","900 BLOCK ROSELLE CT, PITTSBURGH PA 15207",2016-02-10T23:00:42,1,231EN13,1504,Glen Hazel,5,15,42003562300,3,15,4,2-13,40.4068737652913,-79.9325836430012
4602,F160011076,118,"Trash or rubbish fire, contained","700 BLOCK SWISSVALE AVE, WILKINSBURG PA 15221",2016-02-11T13:53:32,1,231EN16,NA,,,,42003561000,,,,3-21,40.4390048837998,-79.8791234693904
4603,F160011085,111,Building fire,"1500 BLOCK FALLOWFIELD AVE, PITTSBURGH PA 15216",2016-02-11T14:22:37,1,231EN23,1916,Beechview,4,19,42003191600,5,19,6,4-28,40.4128578231978,-80.0241765731009
4604,F160011127,113,"Cooking fire, confined to container","2000 BLOCK 5TH AVE, PITTSBURGH PA 15219",2016-02-11T17:10:53,1,231EN04,402,Bluff,6,1,42003010300,3,1,2,2-1,40.438002713939,-79.9775295995642
4605,F160011145,113,"Cooking fire, confined to container","2100 BLOCK CENTRE AVE, PITTSBURGH PA 15219",2016-02-11T18:13:09,1,231EN04,501,Middle Hill,6,5,42003050100,3,5,2,2-1,40.4443951780009,-79.9789234006673
4606,F160011289,111,Building fire,"1600 BLOCK LAKETON RD, WILKINSBURG PA 15221",2016-02-12T10:04:09,1,231EN16,NA,,,,42003561400,,,,3-20,40.4478667918315,-79.8705236029715
4607,F160011324,113,"Cooking fire, confined to container","1700 BLOCK PENN AVE, WILKINSBURG PA 15221",2016-02-12T12:37:35,1,231EN17,NA,,,,42003561500,,,,3-20,40.4430833792693,-79.8664241086052
4608,F160011331,151,"Outside rubbish, trash or waste fire","00 BLOCK S 6TH ST, PITTSBURGH PA 15219",2016-02-12T13:02:58,0,231EN04,1702,South Side Flats,3,17,42003170200,4,17,3,4-2,40.429341292833,-79.9935588988448
4609,F160011841,131,Passenger vehicle fire,"14TH BLOCK ST & LIBERTY AVE, PITTSBURGH PA 15222",2016-02-14T12:49:08,0,231EN03,203,Strip District,7,2,42003020300,6,2,2,2-3,40.4468161313171,-79.9892235209157
4610,F160011927,113,"Cooking fire, confined to container","2700 BLOCK S WATER ST, PITTSBURGH PA 15203",2016-02-14T19:15:43,1,231EN24,1609,South Side Flats,3,16,42003160900,4,16,3,4-24,40.4274566210029,-79.9632526087034
4611,F170026977,112,Fires in structure other than in a building,"600 BLOCK HAVERHILL ST, PITTSBURGH PA 15208",2017-04-05T01:55:43,1,231EN17,1306,East Hills,9,13,42003130600,2,13,5,3-17,40.4518220289653,-79.884695395979
4612,F130079663,131,Passenger vehicle fire,"600 BLOCK I376 EB HWY, PITTSBURGH PA 15205",2013-11-05T16:08:52,0,231EN29,2023,,,,42003459201,,,,4-10,40.4517730740191,-80.1707396924853
4613,F140001802,150,"Outside rubbish fire, Other","700 BLOCK RIVER AVE, PITTSBURGH PA 15212",2014-01-07T08:32:05,0,231EN32,2205,North Shore,1,23,42003563200,1,23,1,1-20,40.4500979201592,-79.9962886260326
4614,F150003142,111,Building fire,"100 BLOCK LARIMER AVE, PITTSBURGH PA 15206",2015-01-11T17:30:23,1,231EN08,1115,East Liberty,9,11,42003111500,2,11,5,3-10,40.4619486636406,-79.9195819112468
4615,F160012549,113,"Cooking fire, confined to container","1600 BLOCK LINCOLN AVE, PITTSBURGH PA 15206",2016-02-16T17:47:08,1,231EN15,1201,Lincoln-Lemington-Belmar,9,12,42003561900,2,12,5,3-18,40.4704100506137,-79.8926076319586
4616,F160012614,151,"Outside rubbish, trash or waste fire","FLOWERS AVE & 2ND AVE, PITTSBURGH PA 15207",2016-02-17T01:04:26,0,231EN13,1515,Hazelwood,5,15,42003562300,3,15,4,2-13,40.409989086501,-79.9440772039244
4617,F160012626,130,"Mobile property (vehicle) fire, Other","2200 BLOCK BLOOMER WAY, PITTSBURGH PA 15219",2016-02-17T02:10:32,0,231EN04,501,Middle Hill,6,5,42003050100,3,5,2,2-1,40.4477462167381,-79.9779096594664
4618,F160012661,111,Building fire,"1500 BLOCK N LANG AVE, PITTSBURGH PA 15208",2016-02-17T06:25:03,2,231EN15,1301,Homewood North,9,13,42003130100,2,13,5,3-18,40.4627137134433,-79.8975027122805
4619,F150003164,111,Building fire,"700 BLOCK N AVE, PITTSBURGH PA 15221",2015-01-11T18:44:03,1,231EN19,NA,,,,42003563900,,,,3-16,40.4164123006918,-79.8437083687403
4621,F150003784,154,Dumpster or other outside trash receptacle fire,"1100 BLOCK LINDEN PL, PITTSBURGH PA 15212",2015-01-13T19:01:01,0,231EN32,2304,East Allegheny,1,23,42003563200,1,23,1,1-6,40.4567155623248,-80.0005056402739
4622,F160013111,113,"Cooking fire, confined to container","00 BLOCK KNOX AVE, PITTSBURGH PA 15219",2016-02-18T18:39:10,1,231EN22,3001,Knoxville,3,30,42003300100,4,30,3,4-6,40.4184224546843,-79.990639731314
4623,F160013225,113,"Cooking fire, confined to container","500 BLOCK FORBES AVE, PITTSBURGH PA 15219",2016-02-19T08:05:39,1,231EN04,201,Central Business District,6,1,42003020100,6,1,2,1-4,40.4381694411421,-79.9960632674259
4624,F160013449,131,Passenger vehicle fire,"1000 BLOCK TROPICAL AVE, PITTSBURGH PA 15216",2016-02-19T23:18:23,0,231EN28,1916,Beechview,4,19,42003191600,5,19,6,4-28,40.4191408602167,-80.0257470903746
4625,F160013489,154,Dumpster or other outside trash receptacle fire,"DIAMOND ST & BOYD ST, PITTSBURGH PA 15219",2016-02-20T03:44:49,0,231EN04,103,Bluff,6,1,42003010300,6,1,2,2-4,40.4386560840697,-79.9932930126128
4626,F160013612,154,Dumpster or other outside trash receptacle fire,"STANTON AVE & BUTLER ST, PITTSBURGH PA 15201",2016-02-20T14:21:59,0,231EN07,1011,Central Lawrenceville,7,9,42003981000,2,9,2,3-5,40.4783474222289,-79.9556994137254
4627,F160013756,160,"Special outside fire, Other","2200 BLOCK E HILLS DR, PITTSBURGH PA 15221",2016-02-21T03:42:59,0,231EN16,1306,East Hills,9,13,42003130600,2,13,5,3-19,40.4538810931386,-79.8730298776944
4628,F160013818,150,"Outside rubbish fire, Other","SENNOTT ST & S BOUQUET ST, PITTSBURGH PA 15213",2016-02-21T12:23:53,0,231EN10,405,Central Oakland,3,4,42003040500,3,4,4,2-14,40.4414530423863,-79.9555478839241
4629,F160013864,150,"Outside rubbish fire, Other","600 BLOCK MIFFLIN RD, PITTSBURGH PA 15207",2016-02-21T16:04:46,0,231EN20,3101,Hays,5,31,42003562900,3,31,4,4-20,40.3828181163024,-79.9300868764498
4630,F160014130,113,"Cooking fire, confined to container","8000 BLOCK BEACON HILL DR, WILKINSBURG PA 15221",2016-02-22T17:10:05,1,231EN16,NA,,,,42003561500,,,,3-21,40.4432676406296,-79.8637001790777
4631,F160014146,111,Building fire,"3700 BLOCK ATKINS ST, PITTSBURGH PA 15212",2016-02-22T18:19:19,2,231EN35,2708,Brighton Heights,1,27,42003270800,1,27,1,1-14,40.4834356576188,-80.0334731827571
4632,F160014178,111,Building fire,"6700 BLOCK FRANKSTOWN AVE, PITTSBURGH PA 15208",2016-02-22T21:05:27,1,231EN08,1207,Homewood West,9,12,42003120700,2,12,5,3-17,40.458608430522,-79.9080026554309
4633,F160014229,151,"Outside rubbish, trash or waste fire","ARLINGTON RD & HOLLYWOOD DR, WILKINSBURG PA 15221",2016-02-23T04:59:53,0,231EN16,NA,,,,42003561400,,,,3-20,40.4515810012554,-79.8551339746149
4634,F160014457,113,"Cooking fire, confined to container","3000 BLOCK STAFFORD ST, PITTSBURGH PA 15204",2016-02-23T21:41:32,1,231EN31,2018,Sheraden,2,20,42003562500,5,20,6,1-16,40.4576072212493,-80.0512111064197
4635,F160014618,113,"Cooking fire, confined to container","00 BLOCK MERRITT AVE, PITTSBURGH PA 15210",2016-02-24T15:26:36,1,231EN23,2904,Carrick,4,29,42003290400,4,29,3,4-23,40.383837752229,-79.9774880033866
4636,F160014643,113,"Cooking fire, confined to container","200 BLOCK EDITH ST, PITTSBURGH PA 15120",2016-02-24T16:58:41,1,231EN30,1911,Duquesne Heights,2,19,42003191100,5,19,3,4-1,40.4395017693201,-80.0235308651172
4637,F160014677,154,Dumpster or other outside trash receptacle fire,"2300 BLOCK E SAW MILL RUN BLVD, PITTSBURGH PA 15210",2016-02-24T19:10:41,0,231EN26,3204,Overbrook,4,32,42003320700,4,32,3,4-25,40.3867782591722,-79.9955252539546
4638,F160014761,113,"Cooking fire, confined to container","200 BLOCK 5TH AVE, PITTSBURGH PA 15222",2016-02-25T04:53:39,1,231EN03,201,Central Business District,6,2,42003020100,6,2,2,1-3,40.4412284280311,-80.0020737914111
4639,F160015291,113,"Cooking fire, confined to container","1500 BLOCK WOOD ST, WILKINSBURG PA 15221",2016-02-26T22:25:21,1,231EN16,NA,,,,42003561200,,,,3-16,40.4481738322947,-79.8835653965659
4640,F160015340,111,Building fire,"1400 BLOCK MARLBORO AVE, WILKINSBURG PA 15221",2016-02-27T04:40:23,1,231EN16,NA,,,,42003561500,,,,3-21,40.4374953597642,-79.871294882749
4641,F160015496,113,"Cooking fire, confined to container","00 BLOCK S 10TH ST, PITTSBURGH PA 15203",2016-02-27T20:16:27,1,231EN24,1702,South Side Flats,3,17,42003170200,4,17,3,4-24,40.4307336589817,-79.9886233712333
4642,F160015507,150,"Outside rubbish fire, Other","100 BLOCK EARL ST, PITTSBURGH PA 15204",2016-02-27T21:25:54,1,231EN31,2017,Esplen,2,20,42003562500,5,20,6,1-27,40.4602236534466,-80.0482346902632
4643,F160015645,142,Brush or brush-and-grass mixture fire,"1200 BLOCK 2ND AVE, PITTSBURGH PA 15219",2016-02-28T14:38:36,0,231EN04,103,Bluff,6,1,42003010300,3,1,2,2-4,40.4349881424384,-79.9927858949823
4644,F160015647,113,"Cooking fire, confined to container","00 BLOCK 31ST ST BRG, PITTSBURGH PA 15212",2016-02-28T14:42:41,1,231EN32,2406,Strip District,7,6,42003020300,6,6,2,3-2,40.4606115751004,-79.972439792464
4645,F160015657,143,Grass fire,"6900 BLOCK APPLE AVE, PITTSBURGH PA 15206",2016-02-28T15:44:18,0,231EN15,1203,Lincoln-Lemington-Belmar,9,12,42003120300,2,12,5,3-15,40.4650936839237,-79.9003104557289
4646,F160015664,140,"Natural vegetation fire, Other","CHALFONT ST & BERND WAY, PITTSBURGH PA 15120",2016-02-28T16:24:43,0,231EN27,1809,Beltzhoover,3,18,42003562400,4,18,3,4-21,40.416698895336,-79.998291483071
4647,F160015755,113,"Cooking fire, confined to container","100 BLOCK SMITHFIELD ST, PITTSBURGH PA 15219",2016-02-28T23:23:47,1,231EN03,201,Central Business District,6,1,42003020100,6,1,2,1-4,40.4372958878437,-80.0002211398106
4648,F160015881,113,"Cooking fire, confined to container","00 BLOCK LAFFERTY AVE, PITTSBURGH PA 15210",2016-02-29T10:58:46,1,231EN27,1809,Beltzhoover,3,18,42003562400,4,18,3,4-16,40.4169074320751,-80.0101609408557
4649,F160016022,114,"Chimney or flue fire, confined to chimney or flue","1100 BLOCK SHEFFIELD ST, PITTSBURGH PA 15233",2016-02-29T20:14:56,1,231EN37,2107,Manchester,6,21,42003210700,1,21,1,1-8,40.4542040113555,-80.0212618498358
4650,F170026993,151,"Outside rubbish, trash or waste fire","100 BLOCK KNOX AVE, PITTSBURGH PA 15210",2017-04-05T04:00:53,0,231EN23,3001,Knoxville,3,30,42003300100,4,30,3,4-6,40.4155529443986,-79.9906449434436
4651,F170027012,118,"Trash or rubbish fire, contained","100 BLOCK N LINDEN AVE, PITTSBURGH PA 15208",2017-04-05T06:49:46,1,231EN17,1405,Point Breeze North,9,14,42003140500,2,14,4,3-14,40.4528145185231,-79.9099819010753
4652,F170027132,154,Dumpster or other outside trash receptacle fire,"BEDFORD AVE & DEVILLIERS ST, PITTSBURGH PA 15219",2017-04-05T13:25:05,0,231EN10,305,Crawford-Roberts,6,5,42003030500,3,5,2,2-1,40.4464931452561,-79.9824288240476
4653,F170027133,113,"Cooking fire, confined to container","800 BLOCK WOOD ST, WILKINSBURG PA 15221",2017-04-05T13:27:18,1,231EN16,NA,,,,42003560600,,,,3-16,40.4421045764653,-79.8853018911422
4654,F170027285,143,Grass fire,"5700 BLOCK BUNKERHILL ST, PITTSBURGH PA 15206",2017-04-06T01:08:16,0,231EN08,1102,Highland Park,7,11,42003110200,2,11,5,3-9,40.4788533408458,-79.9196430955291
4655,F170027604,111,Building fire,"5000 BLOCK BROAD ST, PITTSBURGH PA 15224",2017-04-07T02:13:12,1,231EN08,1017,Garfield,9,10,42003101700,2,10,5,3-4,40.4665741133587,-79.9437106521377
4656,F170027609,123,"Fire in portable building, fixed location","SANDUSKY ST & E NORTH AVE, PITTSBURGH PA 15212",2017-04-07T04:13:41,1,231EN32,2206,Allegheny Center,1,22,42003562700,1,22,1,1-6,40.4558428937737,-80.0045651005235
4657,F130083362,113,"Cooking fire, confined to container","1400 BLOCK CENTRE AVE, PITTSBURGH PA 15219",2013-11-21T00:58:53,1,231EN04,201,Central Business District,6,3,42003020100,6,3,2,2-4,40.4404054193124,-79.987695575443
4658,F170027819,111,Building fire,"3900 BLOCK VINCETON ST, PITTSBURGH PA 15214",2017-04-07T18:37:26,3,231EN34,2602,Perry North,1,26,42003260200,1,26,1,1-15,40.4885250738165,-80.0234183887651
4659,F170027857,113,"Cooking fire, confined to container","7100 BLOCK TILDEN ST, PITTSBURGH PA 15206",2017-04-07T21:10:02,1,231EN15,1202,Lincoln-Lemington-Belmar,9,12,42003561900,2,12,5,3-18,40.4648381435969,-79.8950380041054
4660,F130083387,143,Grass fire,"LANGLEY ST & CLAYTON AVE, PITTSBURGH PA 15214",2013-11-21T06:53:37,0,231EN38,2614,Perry South,6,25,42003261400,1,25,1,1-10,40.4629978659286,-80.0108619844963
4661,F170028105,131,Passenger vehicle fire,"200 BLOCK CONNISTON AVE, PITTSBURGH PA 15210",2017-04-08T20:51:34,0,231EN23,1806,Bon Air,4,18,42003562400,4,18,3,4-7,40.4096300456818,-79.9995206133709
4662,F170028208,111,Building fire,"200 BLOCK SWEETBRIAR ST, PITTSBURGH PA 15211",2017-04-09T08:31:42,1,231EN27,1911,Duquesne Heights,2,19,42003191100,5,19,3,4-1,40.4381712153262,-80.0217882557357
4663,F170028324,113,"Cooking fire, confined to container","2300 BLOCK BROWNSVILLE RD, PITTSBURGH PA 15210",2017-04-09T17:54:10,1,231EN22,2902,Carrick,4,29,42003290400,4,29,3,4-12,40.3890493090599,-79.9855198585981
4664,F170028417,151,"Outside rubbish, trash or waste fire","GRANDVIEW AVE & BERTHA ST, PITTSBURGH PA 15211",2017-04-10T02:29:23,0,231EN27,1903,Mount Washington,2,19,42003190300,5,19,3,4-27,40.4342394087332,-80.0112152890636
4665,F170028422,150,"Outside rubbish fire, Other","300 BLOCK KEARSARGE ST, PITTSBURGH PA 15211",2017-04-10T03:33:20,0,231EN27,1914,Mount Washington,2,19,42003191400,5,19,3,4-27,40.4311180592167,-80.0105851941318
4666,F170028490,118,"Trash or rubbish fire, contained","1300 BLOCK LAKETON RD, WILKINSBURG PA 15221",2017-04-10T10:09:55,1,231EN17,NA,,,,42003561500,,,,3-20,40.4457216244642,-79.8751373677253
4667,F170028518,160,"Special outside fire, Other","44TH BLOCK ST & PENN AVE, PITTSBURGH PA 15224",2017-04-10T12:05:48,0,231EN06,903,Bloomfield,7,9,42003090300,2,9,5,3-6,40.4659172733498,-79.9535546267455
4668,F160080327,112,Fires in structure other than in a building,"700 BLOCK SWISSVALE AVE, WILKINSBURG PA 15221",2016-10-08T08:11:54,1,231EN16,NA,,,,42003561000,,,,3-21,40.4390048837998,-79.8791234693904
4669,F170028592,153,Construction or demolition landfill fire,"5300 BLOCK E CARSON ST, PITTSBURGH PA 15207",2017-04-10T15:48:32,0,231EN20,3101,South Side Flats,3,16,42003160900,4,16,3,4-24,40.4141463656144,-79.9557343161636
4670,F170028630,162,Outside equipment fire,"VIRGINIA AVE & OLYMPIA RD, PITTSBURGH PA 15211",2017-04-10T17:15:28,0,231EN28,1903,Mount Washington,2,19,42003190300,5,19,3,4-1,40.4322384737921,-80.0171360349062
4671,F170028672,111,Building fire,"1600 BLOCK LINCOLN AVE, PITTSBURGH PA 15206",2017-04-10T20:12:22,1,231EN15,1201,Lincoln-Lemington-Belmar,9,12,42003561900,2,12,5,3-18,40.4704100506137,-79.8926076319586
4672,F130083396,130,"Mobile property (vehicle) fire, Other","1100 BLOCK EMPORIA ST, PITTSBURGH PA 15204",2013-11-21T08:00:03,0,23138415,2022,Sheraden,2,20,42003202200,5,20,6,1-16,40.4534102413911,-80.0607265525845
4673,F150059238,111,Building fire,"200 BLOCK STANWIX ST, PITTSBURGH PA 15222",2015-07-30T16:52:20,1,231EN04,201,Central Business District,6,1,42003020100,6,1,2,1-4,40.4397944373483,-80.0048068186723
4674,F130083456,131,Passenger vehicle fire,"700 BLOCK I376 MILEMARKER EB, PITTSBURGH PA 15217",2013-11-21T11:37:49,0,231EN12,1414,Squirrel Hill South,5,14,42003141400,3,14,4,2-21,40.427214432245,-79.9210675024592
4675,F150059242,113,"Cooking fire, confined to container","5800 BLOCK HOWE ST, PITTSBURGH PA 15232",2015-07-30T17:10:27,1,231EN08,706,Shadyside,8,7,42003070600,2,7,4,3-11,40.4518362045857,-79.9280946217515
4676,F150059259,131,Passenger vehicle fire,"LIBERTY AVE & 34TH ST, PITTSBURGH PA 15201",2015-07-30T17:54:38,0,231EN07,603,Lower Lawrenceville,7,6,42003060300,2,6,2,3-2,40.4616680231089,-79.9660258833901
4677,F170028655,142,Brush or brush-and-grass mixture fire,"00 BLOCK MCCANDLESS AVE, PITTSBURGH PA 15201",2017-04-10T19:13:07,0,231EN07,1011,Upper Lawrenceville,7,10,42003101100,2,10,2,3-5,40.4831998707984,-79.9549699609784
4678,F130083559,154,Dumpster or other outside trash receptacle fire,"7200 BLOCK FRANKSTOWN AVE, PITTSBURGH PA 15202",2013-11-21T19:04:44,0,231EN15,1302,Homewood South,9,13,42003130300,2,13,5,3-17,40.4573293365139,-79.8962537433279
4679,F170028772,118,"Trash or rubbish fire, contained","700 BLOCK N HIGHLAND AVE, PITTSBURGH PA 15206",2017-04-11T09:00:53,1,231EN08,1113,East Liberty,9,11,42003111300,2,11,5,3-8,40.4684778878971,-79.9216617284887
4680,F170028773,123,"Fire in portable building, fixed location","300 BLOCK E NORTH AVE, PITTSBURGH PA 15212",2017-04-11T09:12:20,0,231EN37,2206,Central Northside,1,22,42003220600,1,22,1,1-21,40.4549486918507,-80.0096402728326
4681,F170028925,113,"Cooking fire, confined to container","900 BLOCK HIGHVIEW ST, PITTSBURGH PA 15206",2017-04-11T17:04:47,1,231EN07,1014,Morningside,7,10,42003101400,2,10,5,3-7,40.4745964458596,-79.9290639232411
4682,F170029115,151,"Outside rubbish, trash or waste fire","200 BLOCK INDUSTRY ST, PITTSBURGH PA 15211",2017-04-12T11:34:01,0,231EN27,1809,Beltzhoover,3,18,42003562400,4,18,3,4-16,40.4200140075326,-80.0044774781814
4683,F170029183,111,Building fire,"2400 BLOCK SILVER OAK DR, PITTSBURGH PA 15216",2017-04-12T15:36:51,1,231EN28,2023,Banksville,2,20,42003202300,5,20,6,4-9,40.4027830520848,-80.0493743493919
4684,F170029340,131,Passenger vehicle fire,"200 BLOCK ELMORE ST, PITTSBURGH PA 15219",2017-04-13T04:12:20,0,231EN04,511,Terrace Village,6,5,42003051100,3,5,2,2-1,40.4418146708969,-79.9753460868664
4685,F170029558,113,"Cooking fire, confined to container","5800 BLOCK DOUGLAS ST, PITTSBURGH PA 15217",2017-04-13T18:10:57,1,231EN12,1408,Squirrel Hill South,5,14,42003140800,3,14,4,2-21,40.4327688647718,-79.9229325159441
4686,F170029587,100,"Fire, Other","300 BLOCK 3RD AVE, PITTSBURGH PA 15220",2017-04-13T20:17:20,1,231EN04,201,Central Business District,6,1,42003020100,6,1,2,1-4,40.4388087839843,-80.0016185482135
4687,F170029626,111,Building fire,"7600 BLOCK BENNETT ST, PITTSBURGH PA 15208",2017-04-14T00:11:07,1,231EN17,1304,Homewood South,9,13,42003130400,2,13,5,3-17,40.4548376875997,-79.8903181988452
4688,F170029641,151,"Outside rubbish, trash or waste fire","WHITWORTH ST & SOUTHERN AVE, PITTSBURGH PA 15211",2017-04-14T02:00:23,0,231EN27,1914,Mount Washington,2,19,42003191400,5,19,3,4-27,40.4259919390315,-80.0092582219933
4689,F170029734,132,Road freight or transport vehicle fire,"600 BLOCK I376 MILEMARKER WB HWY, PITTSBURGH PA 15222",2017-04-14T12:56:30,0,231EN29,1911,,6,,42003020100,,,,4-14A,40.4393288865946,-80.010546455962
4690,F130083952,151,"Outside rubbish, trash or waste fire","DIAZ WAY & WICK ST, PITTSBURGH PA 15219",2013-11-23T13:52:51,0,231EN04,305,Crawford-Roberts,6,3,42003030500,3,3,2,2-1,40.4393931988604,-79.9797519012737
4691,F160082500,113,"Cooking fire, confined to container","2500 BLOCK CENTRE AVE, PITTSBURGH PA 15219",2016-10-15T20:35:08,1,231EN10,501,Middle Hill,6,5,42003050100,3,5,2,2-5,40.4455615842426,-79.970587409531
4692,F130083953,111,Building fire,"2800 BLOCK BREKER ST, PITTSBURGH PA 15212",2013-11-23T14:00:39,1,231EN35,2715,Marshall-Shadeland,1,27,42003271500,1,27,1,1-14,40.4700337848337,-80.0289976871068
4693,F130084083,131,Passenger vehicle fire,"WAGNER ST & BECKS RUN RD, PITTSBURGH PA 15210",2013-11-24T00:55:36,0,231EN22,2902,Carrick,3,16,42003561700,4,16,3,4-13,40.4043753061311,-79.9758921727198
4694,F130084185,131,Passenger vehicle fire,"FORBES AVE & S BRADDOCK AVE, PITTSBURGH PA 15219",2013-11-24T12:30:59,1,231EN16,1410,Regent Square,9,14,42003141000,3,14,4,3-14,40.4396612778644,-79.8976418656409
4695,F130084266,111,Building fire,"700 BLOCK CULLODEN WAY, PITTSBURGH PA 15232",2013-11-24T19:08:50,1,231EN08,703,Shadyside,8,7,42003070300,2,7,4,3-22,40.4525471592938,-79.9342239505841
4696,F130084363,131,Passenger vehicle fire,"1500 BLOCK COLWELL ST, PITTSBURGH PA 15219",2013-11-25T09:19:08,1,231EN10,305,Central Business District,6,3,42003020100,6,3,2,2-1,40.4392067713237,-79.9850382443046
4697,F130084472,118,"Trash or rubbish fire, contained","1000 BLOCK BINGHAM ST, PITTSBURGH PA 15212",2013-11-25T16:17:33,1,231EN04,1702,South Side Flats,3,17,42003170200,4,17,3,4-24,40.4293540013031,-79.9886099323245
4698,F130084489,131,Passenger vehicle fire,"STANTON AVE & MCCANDLESS AV, PITTSBURGH PA 15201",2013-11-25T17:01:07,0,231EN07,1018,Stanton Heights,9,10,42003101800,2,10,5,3-7,40.4820138604542,-79.9406019399724
